School_Code,Subject_Offered,subject_category
3508,"Chinese Language Syllabus B",Language
3508,"Design & Technology",Science
3508,"Food & Consumer Education",Others
3508,"Basic Chinese Language",Language
3508,"Computer Applications",Science
3508,"Elements of Business Skills",Others
3508,"English Language",Language
3508,Mathematics,Math
3508,"Basic Malay Language",Language
3508,Science,Science
3508,"Social Studies",Humanities
3508,"Basic Tamil Language",Language
3508,"Additional Mathematics",Math
3508,"Chinese Language",Language
3508,Geography,Humanities
3508,"Malay Language",Language
3508,"Nutrition and Food Science",Science
3508,"Principles of Accounts",Math
3508,"Science (Phy, Chem)",Science
3508,"Humanities (Ss, Geography)",Humanities
3508,"Humanities (Ss, History)",Humanities
3508,"Tamil Language",Language
3508,Biology,Science
3508,Chemistry,Science
3508,"Literature in English",Humanities
3508,Physics,Science
3508,"Science (Phy, Bio)",Science
3508,"Malay Language Syllabus B",Language
3508,Music,Art
3007,"Chinese Language Syllabus B",Language
3007,"Basic Chinese Language",Language
3007,"Computer Applications",Science
3007,"Design & Technology",Science
3007,"Elements of Business Skills",Others
3007,"English Language",Language
3007,"Food & Consumer Education",Others
3007,Mathematics,Math
3007,"Basic Malay Language",Language
3007,Science,Science
3007,"Social Studies",Humanities
3007,"Basic Tamil Language",Language
3007,"Additional Mathematics",Math
3007,"Chinese Language",Language
3007,Geography,Humanities
3007,History,Humanities
3007,"Literature in English",Humanities
3007,"Malay Language",Language
3007,"Principles of Accounts",Math
3007,"Science (Chem, Bio)",Science
3007,"Science (Phy, Chem)",Science
3007,"Humanities (Ss, Geography)",Humanities
3007,"Humanities (Ss, History)",Humanities
3007,"Tamil Language",Language
3007,Biology,Science
3007,Chemistry,Science
3007,"Higher Chinese Language",Language
3007,Physics,Science
3007,Music,Art
3007,"Physical Education",Others
3008,"Art & Design",Art
3008,"Music & Design",Art
3008,"Inquiry & Advocacy",Others
3008,"Additional Mathematics",Math
3008,Biology,Science
3008,Chemistry,Science
3008,"Chinese Language",Language
3008,"English Language",Language
3008,Geography,Humanities
3008,"Higher Chinese Language",Language
3008,History,Humanities
3008,"Higher Malay Language",Language
3008,"Higher Tamil Language",Language
3008,"Literature in English",Humanities
3008,Mathematics,Math
3008,"Malay Language",Language
3008,Physics,Science
3008,Science,Science
3008,"Tamil Language",Language
3008,"Physical Education",Others
3009,"Chinese Language",Language
3009,"English Language",Language
3009,Geography,Humanities
3009,"Higher Chinese Language",Language
3009,History,Humanities
3009,"Higher Malay Language",Language
3009,"Higher Tamil Language",Language
3009,"Literature in English",Humanities
3009,Mathematics,Math
3009,"Malay Language (Special Programme)",Language
3009,Science,Science
3618,"Chinese Language Syllabus B",Language
3618,"Food & Consumer Education",Others
3618,"Computer Applications",Science
3618,Art,Art
3618,"Chinese Language",Language
3618,"Design & Technology",Science
3618,"English Language",Language
3618,Mathematics,Math
3618,"Malay Language",Language
3618,"Nutrition and Food Science",Science
3618,"Principles of Accounts",Math
3618,"Science (Chem, Bio)",Science
3618,"Science (Phy, Chem)",Science
3618,"Humanities (Ss, Geography)",Humanities
3618,"Humanities (Ss, History)",Humanities
3618,"Additional Mathematics",Math
3618,Biology,Science
3618,Chemistry,Science
3618,"Exercise & Sports Science",Others
3618,Geography,Humanities
3618,History,Humanities
3618,"Literature in English",Humanities
3618,Physics,Science
3618,Music,Art
3103,"Cid 1",Others
3103,"Cid 2",Others
3103,"Bicultural Studies",Humanities
3103,"Singapore Studies",Humanities
3103,Cid3,Others
3103,Cid4,Others
3103,"Additional Mathematics",Math
3103,Biology,Science
3103,Chemistry,Science
3103,Computing,Science
3103,"Design & Technology",Science
3103,"English Language",Language
3103,"Food & Consumer Education",Others
3103,Geography,Humanities
3103,"Higher Chinese Language",Language
3103,"Higher Art",Art
3103,"Higher Music",Art
3103,History,Humanities
3103,"Literature in Chinese",Humanities
3103,"Literature in English",Humanities
3103,Mathematics,Math
3103,Physics,Science
3103,Science,Science
3239,Art,Art
3239,"Chinese Language Syllabus B",Language
3239,"Design & Technology",Science
3239,"Food & Consumer Education",Others
3239,"Basic Chinese Language",Language
3239,"Computer Applications",Science
3239,"English Language",Language
3239,Mathematics,Math
3239,"Basic Malay Language",Language
3239,Science,Science
3239,"Social Studies",Humanities
3239,"Basic Tamil Language",Language
3239,"Additional Mathematics",Math
3239,"Chinese Language",Language
3239,Geography,Humanities
3239,History,Humanities
3239,"Literature in English",Humanities
3239,"Malay Language",Language
3239,"Nutrition and Food Science",Science
3239,"Principles of Accounts",Math
3239,"Science (Chem, Bio)",Science
3239,"Science (Phy, Chem)",Science
3239,"Humanities (Ss, Geography)",Humanities
3239,"Humanities (Ss, History)",Humanities
3239,"Tamil Language",Language
3239,Biology,Science
3239,Chemistry,Science
3239,"Higher Chinese Language",Language
3239,"Higher Malay Language",Language
3239,"Higher Tamil Language",Language
3239,"Literature in Tamil",Humanities
3239,Physics,Science
3239,"Humanities (Ss, Literature in Tamil)",Humanities
3239,"Malay Language Syllabus B",Language
3239,Music,Art
3239,"Physical Education",Others
3239,"Tamil Language Syllabus B",Language
7805,Changemakers,Others
7805,"Sports and Wellness",Others
7805,"Additional Mathematics",Math
7805,Biology,Science
7805,Biotechnology,Science
7805,Chemistry,Science
7805,"Chinese Language",Language
7805,Computing,Science
7805,"Design Studies",Others
7805,"English Language",Language
7805,Electronics,Science
7805,"Higher Chinese Language",Language
7805,"Higher Malay Language",Language
7805,"Higher Tamil Language",Language
7805,Mathematics,Math
7805,"Malay Language",Language
7805,Physics,Science
7805,"Humanities (Ss, Geography)",Humanities
7805,"Humanities (Ss, History)",Humanities
7805,"Tamil Language",Language
3606,"Basic Chinese Language",Language
3606,"Computer Applications",Science
3606,"Design & Technology",Science
3606,"English Language",Language
3606,"Food & Consumer Education",Others
3606,Mathematics,Math
3606,"Basic Malay Language",Language
3606,Science,Science
3606,"Social Studies",Humanities
3606,"Basic Tamil Language",Language
3606,"Additional Mathematics",Math
3606,Art,Art
3606,"Chinese Language",Language
3606,Geography,Humanities
3606,"Malay Language",Language
3606,"Nutrition and Food Science",Science
3606,"Principles of Accounts",Math
3606,"Science (Phy, Chem)",Science
3606,"Humanities (Ss, Geography)",Humanities
3606,"Humanities (Ss, History)",Humanities
3606,"Tamil Language",Language
3606,Biology,Science
3606,Chemistry,Science
3606,"Higher Chinese Language",Language
3606,History,Humanities
3606,"Literature in English",Humanities
3606,Physics,Science
3606,"Science (Chem, Bio)",Science
3606,"Humanities (Ss, Literature in English)",Humanities
3606,Music,Art
3606,"Physical Education",Others
3607,Ft,Others
3607,"Chinese Language Syllabus B",Language
3607,Art,Art
3607,"Basic Chinese Language",Language
3607,"Computer Applications",Science
3607,"Design & Technology",Science
3607,"Elements of Business Skills",Others
3607,"English Language",Language
3607,"Food & Consumer Education",Others
3607,Mathematics,Math
3607,"Basic Malay Language",Language
3607,Science,Science
3607,"Social Studies",Humanities
3607,"Basic Tamil Language",Language
3607,"Additional Mathematics",Math
3607,"Chinese Language",Language
3607,Geography,Humanities
3607,History,Humanities
3607,"Literature in English",Humanities
3607,"Malay Language",Language
3607,"Nutrition and Food Science",Science
3607,"Science (Chem, Bio)",Science
3607,"Science (Phy, Chem)",Science
3607,"Humanities (Ss, Geography)",Humanities
3607,"Humanities (Ss, History)",Humanities
3607,"Tamil Language",Language
3607,Biology,Science
3607,Chemistry,Science
3607,"Exercise & Sports Science",Others
3607,Physics,Science
3607,Music,Art
3607,"Physical Education",Others
3509,"Chinese Language Syllabus B",Language
3509,Art,Art
3509,"Basic Chinese Language",Language
3509,"Computer Applications",Science
3509,"Design & Technology",Science
3509,"English Language",Language
3509,"Food & Consumer Education",Others
3509,Mathematics,Math
3509,"Basic Malay Language",Language
3509,Music,Art
3509,"Nutrition and Food Science",Science
3509,Science,Science
3509,"Social Studies",Humanities
3509,"Basic Tamil Language",Language
3509,"Chinese Language",Language
3509,"Malay Language",Language
3509,"Principles of Accounts",Math
3509,"Science (Chem, Bio)",Science
3509,"Science (Phy, Chem)",Science
3509,"Humanities (Ss, Geography)",Humanities
3509,"Tamil Language",Language
3509,"Additional Mathematics",Math
3509,Biology,Science
3509,Chemistry,Science
3509,Computing,Science
3509,Geography,Humanities
3509,"Higher Chinese Language",Language
3509,"Higher Tamil Language",Language
3509,"Literature in English",Humanities
3509,Physics,Science
3509,"Science (Phy, Bio)",Science
3509,"Humanities (Ss, History)",Humanities
3509,"Humanities (Ss, Literature in English)",Humanities
3509,"Malay Language Syllabus B",Language
3509,"Tamil Language Syllabus B",Language
3010,Art,Art
3010,"Basic Chinese Language",Language
3010,"Computer Applications",Science
3010,"Design & Technology",Science
3010,"English Language",Language
3010,"Food & Consumer Education",Others
3010,Mathematics,Math
3010,"Basic Malay Language",Language
3010,"Mobile Robotics",Science
3010,Science,Science
3010,"Social Studies",Humanities
3010,"Basic Tamil Language",Language
3010,"Additional Mathematics",Math
3010,"Chinese Language",Language
3010,Geography,Humanities
3010,History,Humanities
3010,"Literature in English",Humanities
3010,"Malay Language",Language
3010,"Nutrition and Food Science",Science
3010,"Principles of Accounts",Math
3010,"Science (Chem, Bio)",Science
3010,"Science (Phy, Chem)",Science
3010,"Humanities (Ss, Geography)",Humanities
3010,"Humanities (Ss, History)",Humanities
3010,"Tamil Language",Language
3010,Biology,Science
3010,Chemistry,Science
3010,Computing,Science
3010,Physics,Science
3010,Music,Art
3010,"Physical Education",Others
7014,"Additional Mathematics",Math
7014,Biology,Science
7014,Chemistry,Science
7014,"Chinese Language",Language
7014,"English Language",Language
7014,Geography,Humanities
7014,"Higher Chinese Language",Language
7014,"Higher Art",Art
7014,"Higher Music",Art
7014,History,Humanities
7014,"Higher Malay Language",Language
7014,"Higher Tamil Language",Language
7014,"Literature in English",Humanities
7014,Mathematics,Math
7014,"Malay Language",Language
7014,Music,Art
7014,Physics,Science
7014,"Humanities (Ss, Geography)",Humanities
7014,"Humanities (Ss, History)",Humanities
7014,"Humanities (Ss, Literature in English)",Humanities
7014,"Tamil Language",Language
7807,Art,Art
7807,Music,Art
7807,"Basic Chinese Language",Language
7807,"English Language",Language
7807,Mathematics,Math
7807,"Basic Malay Language",Language
7807,Science,Science
7807,"Basic Tamil Language",Language
7807,"Chinese Language",Language
7807,"Malay Language",Language
7807,"Tamil Language",Language
7807,"Physical Education",Others
3053,"Chinese Language Syllabus B",Language
3053,Art,Art
3053,"Basic Chinese Language",Language
3053,"Computer Applications",Science
3053,"Design & Technology",Science
3053,"English Language",Language
3053,"Food & Consumer Education",Others
3053,Mathematics,Math
3053,"Basic Malay Language",Language
3053,Music,Art
3053,Science,Science
3053,"Social Studies",Humanities
3053,"Additional Mathematics",Math
3053,"Chinese Language",Language
3053,Geography,Humanities
3053,History,Humanities
3053,"Literature in English",Humanities
3053,"Malay Language",Language
3053,"Nutrition and Food Science",Science
3053,"Science (Chem, Bio)",Science
3053,"Science (Phy, Chem)",Science
3053,"Humanities (Ss, Geography)",Humanities
3053,"Humanities (Ss, History)",Humanities
3053,"Humanities (Ss, Literature in English)",Humanities
3053,Biology,Science
3053,Chemistry,Science
3053,Computing,Science
3053,"Higher Chinese Language",Language
3053,"Higher Malay Language",Language
3053,Physics,Science
3053,"Principles of Accounts",Math
3053,"Malay Language Syllabus B",Language
3053,"Physical Education",Others
7015,Art,Art
7015,"Design & Technology",Science
7015,"Food & Consumer Education",Others
7015,"Basic Chinese Language",Language
7015,"Computer Applications",Science
7015,"Elements of Business Skills",Others
7015,"English Language",Language
7015,Mathematics,Math
7015,"Basic Malay Language",Language
7015,Music,Art
7015,"Mobile Robotics",Science
7015,Science,Science
7015,"Social Studies",Humanities
7015,"Basic Tamil Language",Language
7015,"Additional Mathematics",Math
7015,"Chinese Language",Language
7015,"Literature in English",Humanities
7015,"Malay Language",Language
7015,"Nutrition and Food Science",Science
7015,"Principles of Accounts",Math
7015,"Science (Phy, Chem)",Science
7015,"Humanities (Ss, Geography)",Humanities
7015,"Humanities (Ss, History)",Humanities
7015,"Tamil Language",Language
7015,Biology,Science
7015,Chemistry,Science
7015,Electronics,Science
7015,Geography,Humanities
7015,History,Humanities
7015,Physics,Science
7015,"Physical Education",Others
7016,Art,Art
7016,"Design & Technology",Science
7016,"Food & Consumer Education",Others
7016,"Basic Chinese Language",Language
7016,"Computer Applications",Science
7016,"Elements of Business Skills",Others
7016,"English Language",Language
7016,Mathematics,Math
7016,"Basic Malay Language",Language
7016,Science,Science
7016,"Social Studies",Humanities
7016,"Additional Mathematics",Math
7016,"Chinese Language",Language
7016,"Malay Language",Language
7016,"Nutrition and Food Science",Science
7016,"Principles of Accounts",Math
7016,"Science (Chem, Bio)",Science
7016,"Science (Phy, Chem)",Science
7016,"Humanities (Ss, Geography)",Humanities
7016,"Humanities (Ss, History)",Humanities
7016,"Humanities (Ss, Literature in English)",Humanities
7016,Biology,Science
7016,Chemistry,Science
7016,Drama,Art
7016,Geography,Humanities
7016,"Literature in English",Humanities
7016,Physics,Science
7016,"Science (Phy, Bio)",Science
7016,Music,Art
7016,"Physical Education",Others
7017,"Basic Chinese Language",Language
7017,"Computer Applications",Science
7017,"Design & Technology",Science
7017,"Elements of Business Skills",Others
7017,"English Language",Language
7017,"Food & Consumer Education",Others
7017,Mathematics,Math
7017,"Basic Malay Language",Language
7017,Science,Science
7017,"Social Studies",Humanities
7017,"Basic Tamil Language",Language
7017,"Additional Mathematics",Math
7017,Art,Art
7017,"Chinese Language",Language
7017,"Literature in English",Humanities
7017,"Malay Language",Language
7017,"Nutrition and Food Science",Science
7017,"Principles of Accounts",Math
7017,"Science (Phy, Chem)",Science
7017,"Humanities (Ss, Geography)",Humanities
7017,"Humanities (Ss, History)",Humanities
7017,"Tamil Language",Language
7017,Biology,Science
7017,Chemistry,Science
7017,Physics,Science
7017,"Science (Chem, Bio)",Science
7017,Music,Art
7017,"Physical Education",Others
7029,"Chinese Language Syllabus B",Language
7029,Art,Art
7029,"Basic Chinese Language",Language
7029,"Computer Applications",Science
7029,"Design & Technology",Science
7029,"Elements of Business Skills",Others
7029,"English Language",Language
7029,"Food & Consumer Education",Others
7029,Mathematics,Math
7029,"Basic Malay Language",Language
7029,Science,Science
7029,"Social Studies",Humanities
7029,"Basic Tamil Language",Language
7029,"Chinese Language",Language
7029,Geography,Humanities
7029,History,Humanities
7029,"Literature in English",Humanities
7029,"Malay Language",Language
7029,"Nutrition and Food Science",Science
7029,"Principles of Accounts",Math
7029,"Science (Chem, Bio)",Science
7029,"Science (Phy, Chem)",Science
7029,"Humanities (Ss, Geography)",Humanities
7029,"Humanities (Ss, History)",Humanities
7029,"Tamil Language",Language
7029,"Additional Mathematics",Math
7029,Biology,Science
7029,Chemistry,Science
7029,"Higher Chinese Language",Language
7029,Physics,Science
7029,"Humanities (Ss, Literature in English)",Humanities
7029,Music,Art
7020,"Additional Mathematics",Math
7020,Art,Art
7020,Biology,Science
7020,Chemistry,Science
7020,"Chinese Language",Language
7020,"English Language",Language
7020,Geography,Humanities
7020,"Higher Chinese Language",Language
7020,"Higher Art",Art
7020,History,Humanities
7020,"Higher Malay Language",Language
7020,"Higher Tamil Language",Language
7020,"Literature in English",Humanities
7020,Mathematics,Math
7020,"Malay Language",Language
7020,Physics,Science
7020,"Humanities (Ss, Geography)",Humanities
7020,"Humanities (Ss, History)",Humanities
7020,"Tamil Language",Language
7021,"Computer Applications",Science
7021,"Elements of Business Skills",Others
7021,"English Language",Language
7021,Mathematics,Math
7021,Science,Science
7021,"Additional Mathematics",Math
7021,Art,Art
7021,"Chinese Language",Language
7021,Geography,Humanities
7021,"Malay Language",Language
7021,"Nutrition and Food Science",Science
7021,"Principles of Accounts",Math
7021,"Science (Chem, Bio)",Science
7021,"Science (Phy, Chem)",Science
7021,"Humanities (Ss, Geography)",Humanities
7021,"Humanities (Ss, History)",Humanities
7021,"Tamil Language",Language
7021,Biology,Science
7021,Chemistry,Science
7021,Drama,Art
7021,"Higher Chinese Language",Language
7021,"Higher Music",Art
7021,History,Humanities
7021,"Higher Tamil Language",Language
7021,"Literature in English",Humanities
7021,Music,Art
7021,Physics,Science
7021,"Humanities (Ss, Literature in English)",Humanities
7022,Art,Art
7022,"Chinese Language Syllabus B",Language
7022,"Design & Technology",Science
7022,"Food & Consumer Education",Others
7022,"Basic Chinese Language",Language
7022,"Computer Applications",Science
7022,"English Language",Language
7022,Mathematics,Math
7022,"Basic Malay Language",Language
7022,Music,Art
7022,Science,Science
7022,"Social Studies",Humanities
7022,"Basic Tamil Language",Language
7022,"Chinese Language",Language
7022,Geography,Humanities
7022,History,Humanities
7022,"Malay Language",Language
7022,"Nutrition and Food Science",Science
7022,"Science (Chem, Bio)",Science
7022,"Science (Phy, Chem)",Science
7022,"Humanities (Ss, Geography)",Humanities
7022,"Humanities (Ss, History)",Humanities
7022,"Tamil Language",Language
7022,"Additional Mathematics",Math
7022,Biology,Science
7022,Chemistry,Science
7022,Computing,Science
7022,"Higher Chinese Language",Language
7022,"Literature in English",Humanities
7022,Physics,Science
7022,"Principles of Accounts",Math
7022,"Malay Language Syllabus B",Language
7022,"Physical Education",Others
7022,"Tamil Language Syllabus B",Language
3304,Art,Art
3304,"Chinese Language Syllabus B",Language
3304,"Design & Technology",Science
3304,"Food & Consumer Education",Others
3304,"Basic Chinese Language",Language
3304,"Computer Applications",Science
3304,"English Language",Language
3304,"Smart Electrical Technology",Science
3304,Mathematics,Math
3304,"Basic Malay Language",Language
3304,Science,Science
3304,"Social Studies",Humanities
3304,"Basic Tamil Language",Language
3304,"Additional Mathematics",Math
3304,"Chinese Language",Language
3304,Geography,Humanities
3304,History,Humanities
3304,"Literature in English",Humanities
3304,"Malay Language",Language
3304,"Nutrition and Food Science",Science
3304,"Principles of Accounts",Math
3304,"Science (Chem, Bio)",Science
3304,"Science (Phy, Chem)",Science
3304,"Humanities (Ss, Geography)",Humanities
3304,"Humanities (Ss, History)",Humanities
3304,"Humanities (Ss, Literature in English)",Humanities
3304,"Tamil Language",Language
3304,Biology,Science
3304,Chemistry,Science
3304,"Higher Chinese Language",Language
3304,"Higher Art",Art
3304,"Higher Malay Language",Language
3304,"Higher Tamil Language",Language
3304,"Literature in Malay",Humanities
3304,Physics,Science
3304,"Humanities (Ss, Literature in Chinese)",Humanities
3304,"Humanities (Ss, Literature in Malay)",Humanities
3304,Music,Art
3304,"Physical Education",Others
3304,"Tamil Language Syllabus B",Language
3037,"Computer Applications",Science
3037,"Elements of Business Skills",Others
3037,Music,Art
3037,Science,Science
3037,Art,Art
3037,"Additional Mathematics",Math
3037,Biology,Science
3037,Chemistry,Science
3037,"Chinese Language",Language
3037,"Design & Technology",Science
3037,"English Language",Language
3037,Electronics,Science
3037,"Food & Consumer Education",Others
3037,Geography,Humanities
3037,"Higher Chinese Language",Language
3037,History,Humanities
3037,"Literature in English",Humanities
3037,Mathematics,Math
3037,"Malay Language",Language
3037,"Malay Language (Special Programme)",Language
3037,Physics,Science
3037,"Principles of Accounts",Math
3037,"Science (Chem, Bio)",Science
3037,"Science (Phy, Chem)",Science
3037,"Humanities (Ss, Geography)",Humanities
3037,"Humanities (Ss, History)",Humanities
3037,"Physical Education",Others
3013,"Additional Mathematics",Math
3013,Art,Art
3013,Biology,Science
3013,Chemistry,Science
3013,"Chinese Language",Language
3013,"Design & Technology",Science
3013,"English Language",Language
3013,"Food & Consumer Education",Others
3013,Geography,Humanities
3013,"Higher Chinese Language",Language
3013,"Higher Music",Art
3013,History,Humanities
3013,"Higher Malay Language",Language
3013,"Higher Tamil Language",Language
3013,"Literature in English",Humanities
3013,Mathematics,Math
3013,"Malay Language",Language
3013,Music,Art
3013,Physics,Science
3013,Science,Science
3013,"Science (Chem, Bio)",Science
3013,"Humanities (Ss, Geography)",Humanities
3013,"Humanities (Ss, History)",Humanities
3013,"Humanities (Ss, Literature in English)",Humanities
3013,"Tamil Language",Language
3512,"Additional Mathematics",Math
3512,Art,Art
3512,Biology,Science
3512,Chemistry,Science
3512,"Chinese Language",Language
3512,"Design & Technology",Science
3512,"English Language",Language
3512,"Exercise & Sports Science",Others
3512,"Food & Consumer Education",Others
3512,Geography,Humanities
3512,"Higher Chinese Language",Language
3512,History,Humanities
3512,"Higher Malay Language",Language
3512,"Literature in English",Humanities
3512,Mathematics,Math
3512,"Malay Language",Language
3512,Physics,Science
3512,"Science (Chem, Bio)",Science
3512,"Science (Phy, Chem)",Science
3512,"Humanities (Ss, Geography)",Humanities
3512,"Humanities (Ss, History)",Humanities
3512,"Humanities (Ss, Literature in Malay)",Humanities
3512,"Physical Education",Others
702,Aesthetics,Art
702,"Fundamental Humanities",Humanities
702,"Fundamental Mathematics",Math
702,"Green Science",Science
702,"Language Arts",Language
702,"Music Elective Programme",Art
702,"Physical Education",Others
702,"Advanced Mathematics",Math
702,Biology,Science
702,Chemistry,Science
702,"Chinese Literature",Humanities
702,"English Literature",Humanities
702,Geography,Humanities
702,History,Humanities
702,"Intermediate Mathematics",Math
702,Physics,Science
702,"Singapore Studies and Chinese Literature",Humanities
702,"Singapore Studies and English Literature",Humanities
702,"Singapore Studies and Geography",Humanities
702,"Singapore Studies and History",Humanities
702,"Innovation and Research Project",Science
702,"Chinese Language",Language
702,"Higher Chinese Language",Language
702,"Higher Malay Language",Language
702,"Higher Tamil Language",Language
702,"Malay Language",Language
702,"Tamil Language",Language
3030,Art,Art
3030,"Design & Technology",Science
3030,"Food & Consumer Education",Others
3030,"Basic Chinese Language",Language
3030,"Computer Applications",Science
3030,"Elements of Business Skills",Others
3030,"English Language",Language
3030,Mathematics,Math
3030,"Basic Malay Language",Language
3030,Music,Art
3030,Science,Science
3030,"Social Studies",Humanities
3030,"Additional Mathematics",Math
3030,"Chinese Language",Language
3030,"Malay Language",Language
3030,"Principles of Accounts",Math
3030,"Science (Phy, Chem)",Science
3030,"Humanities (Ss, Geography)",Humanities
3030,"Humanities (Ss, Literature in English)",Humanities
3030,"Tamil Language",Language
3030,Biology,Science
3030,Chemistry,Science
3030,Computing,Science
3030,Economics,Humanities
3030,Geography,Humanities
3030,"Higher Chinese Language",Language
3030,History,Humanities
3030,"Higher Malay Language",Language
3030,"Higher Tamil Language",Language
3030,"Literature in English",Humanities
3030,Physics,Science
3030,"Humanities (Ss, History)",Humanities
3030,"Physical Education",Others
3611,"Computer Applications",Science
3611,"Design & Technology",Science
3611,"English Language",Language
3611,"Food & Consumer Education",Others
3611,Mathematics,Math
3611,Science,Science
3611,"Social Studies",Humanities
3611,"Additional Mathematics",Math
3611,Art,Art
3611,"Chinese Language",Language
3611,History,Humanities
3611,"Principles of Accounts",Math
3611,"Science (Chem, Bio)",Science
3611,"Science (Phy, Chem)",Science
3611,"Humanities (Ss, Geography)",Humanities
3611,"Humanities (Ss, History)",Humanities
3611,Biology,Science
3611,Chemistry,Science
3611,Geography,Humanities
3611,"Higher Chinese Language",Language
3611,"Higher Malay Language",Language
3611,"Higher Tamil Language",Language
3611,"Literature in English",Humanities
3611,"Malay Language",Language
3611,Physics,Science
3611,"Science (Phy, Bio)",Science
3611,"Tamil Language",Language
3611,Music,Art
3014,"Chinese Language Syllabus B",Language
3014,"Additional Mathematics",Math
3014,Art,Art
3014,"Bahasa Indonesia",Language
3014,Biology,Science
3014,Chemistry,Science
3014,"Chinese Language",Language
3014,"Design & Technology",Science
3014,"English Language",Language
3014,"Exercise & Sports Science",Others
3014,"Food & Consumer Education",Others
3014,Geography,Humanities
3014,"Higher Chinese Language",Language
3014,"Higher Art",Art
3014,History,Humanities
3014,"Higher Malay Language",Language
3014,"Higher Tamil Language",Language
3014,"Literature in English",Humanities
3014,Mathematics,Math
3014,"Malay Language",Language
3014,"Malay Language (Special Programme)",Language
3014,Physics,Science
3014,"Tamil Language",Language
3014,Music,Art
3014,"Physical Education",Others
3067,Art,Art
3067,"Design & Technology",Science
3067,"Food & Consumer Education",Others
3067,"Basic Chinese Language",Language
3067,"Computer Applications",Science
3067,"Elements of Business Skills",Others
3067,"English Language",Language
3067,Mathematics,Math
3067,"Basic Malay Language",Language
3067,Science,Science
3067,"Social Studies",Humanities
3067,"Additional Mathematics",Math
3067,"Chinese Language",Language
3067,"Malay Language",Language
3067,"Principles of Accounts",Math
3067,"Science (Chem, Bio)",Science
3067,"Science (Phy, Chem)",Science
3067,"Humanities (Ss, Geography)",Humanities
3067,"Humanities (Ss, History)",Humanities
3067,Biology,Science
3067,Chemistry,Science
3067,"Higher Chinese Language",Language
3067,"Literature in English",Humanities
3067,"Nutrition and Food Science",Science
3067,Physics,Science
3067,Music,Art
3620,"Chinese Language Syllabus B",Language
3620,"Basic Chinese Language",Language
3620,"Computer Applications",Science
3620,"Design & Technology",Science
3620,"Elements of Business Skills",Others
3620,"English Language",Language
3620,"Basic Malay Language",Language
3620,Science,Science
3620,"Social Studies",Humanities
3620,"Additional Mathematics",Math
3620,Art,Art
3620,"Chinese Language",Language
3620,"Food & Consumer Education",Others
3620,Geography,Humanities
3620,History,Humanities
3620,Mathematics,Math
3620,"Science (Phy, Chem)",Science
3620,"Humanities (Ss, Geography)",Humanities
3620,"Humanities (Ss, History)",Humanities
3620,Biology,Science
3620,Chemistry,Science
3620,Economics,Humanities
3620,"Higher Chinese Language",Language
3620,"Literature in English",Humanities
3620,"Malay Language",Language
3620,"Nutrition and Food Science",Science
3620,Physics,Science
3620,"Principles of Accounts",Math
3620,"Science (Chem, Bio)",Science
3620,"Humanities (Ss, Literature in English)",Humanities
3620,"Malay Language Syllabus B",Language
3620,Music,Art
3620,"Physical Education",Others
3015,Art,Art
3015,"Chinese Language Syllabus B",Language
3015,"Design & Technology",Science
3015,"Food & Consumer Education",Others
3015,"Basic Chinese Language",Language
3015,"Computer Applications",Science
3015,"English Language",Language
3015,Mathematics,Math
3015,"Basic Malay Language",Language
3015,Science,Science
3015,"Basic Tamil Language",Language
3015,"Additional Mathematics",Math
3015,"Chinese Language",Language
3015,Geography,Humanities
3015,History,Humanities
3015,"Literature in English",Humanities
3015,"Malay Language",Language
3015,"Principles of Accounts",Math
3015,"Science (Chem, Bio)",Science
3015,"Science (Phy, Chem)",Science
3015,"Humanities (Ss, Geography)",Humanities
3015,"Humanities (Ss, History)",Humanities
3015,"Humanities (Ss, Literature in English)",Humanities
3015,"Tamil Language",Language
3015,Biology,Science
3015,Chemistry,Science
3015,"Higher Chinese Language",Language
3015,"Nutrition and Food Science",Science
3015,Physics,Science
3015,Music,Art
3015,"Physical Education",Others
3616,"Chinese Language Syllabus B",Language
3616,Art,Art
3616,"Basic Chinese Language",Language
3616,"Computer Applications",Science
3616,"Design & Technology",Science
3616,"Elements of Business Skills",Others
3616,"English Language",Language
3616,"Food & Consumer Education",Others
3616,Mathematics,Math
3616,"Basic Malay Language",Language
3616,Science,Science
3616,"Social Studies",Humanities
3616,"Additional Mathematics",Math
3616,"Chinese Language",Language
3616,Geography,Humanities
3616,History,Humanities
3616,"Literature in English",Humanities
3616,"Malay Language",Language
3616,"Nutrition and Food Science",Science
3616,"Science (Phy, Chem)",Science
3616,"Humanities (Ss, Geography)",Humanities
3616,"Humanities (Ss, Literature in English)",Humanities
3616,Biology,Science
3616,Chemistry,Science
3616,"Higher Chinese Language",Language
3616,Physics,Science
3616,"Science (Chem, Bio)",Science
3616,"Humanities (Ss, History)",Humanities
3616,Music,Art
3616,"Physical Education",Others
3604,"Chinese Language Syllabus B",Language
3604,Art,Art
3604,"Basic Chinese Language",Language
3604,"Computer Applications",Science
3604,"Elements of Business Skills",Others
3604,"English Language",Language
3604,"Food & Consumer Education",Others
3604,Mathematics,Math
3604,"Basic Malay Language",Language
3604,"Mobile Robotics",Science
3604,Science,Science
3604,"Social Studies",Humanities
3604,"Additional Mathematics",Math
3604,"Chinese Language",Language
3604,"Design & Technology",Science
3604,Geography,Humanities
3604,"Literature in English",Humanities
